estado,municipio,media_pm2_5,data
SÃO PAULO,CESÁRIO LANGE,13.56,28-05-2025 00:00:00
SÃO PAULO,IPAUSSU,13.48,28-05-2025 00:00:00
SÃO PAULO,GUAPIAÇU,13.34,28-05-2025 00:00:00
SÃO PAULO,CONCHAS,13.3,28-05-2025 00:00:00
SÃO PAULO,OCAUÇU,13.3,28-05-2025 00:00:00
SÃO PAULO,CACONDE,13.25,28-05-2025 00:00:00
SÃO PAULO,CEDRAL,13.25,28-05-2025 00:00:00
SÃO PAULO,PEDRA BELA,13.24,28-05-2025 00:00:00
SÃO PAULO,BARBOSA,13.17,28-05-2025 00:00:00
SÃO PAULO,QUATÁ,13.12,28-05-2025 00:00:00
SÃO PAULO,SANDOVALINA,13.11,28-05-2025 00:00:00
SÃO PAULO,PIEDADE,13.09,28-05-2025 00:00:00
SÃO PAULO,IRAPUÃ,12.97,28-05-2025 00:00:00
SÃO PAULO,TATUÍ,12.95,28-05-2025 00:00:00
SÃO PAULO,GETULINA,12.94,28-05-2025 00:00:00
SÃO PAULO,NARANDIBA,12.91,28-05-2025 00:00:00
SÃO PAULO,ITARIRI,12.82,28-05-2025 00:00:00
SÃO PAULO,LUTÉCIA,12.77,28-05-2025 00:00:00
SÃO PAULO,ALTO ALEGRE,12.7,28-05-2025 00:00:00
SÃO PAULO,RIFAINA,12.65,28-05-2025 00:00:00
SÃO PAULO,LINS,12.6,28-05-2025 00:00:00
SÃO PAULO,TIMBURI,12.57,28-05-2025 00:00:00
SÃO PAULO,POTIRENDABA,12.51,28-05-2025 00:00:00
SÃO PAULO,BORÁ,12.48,28-05-2025 00:00:00
SÃO PAULO,URU,12.45,28-05-2025 00:00:00
SÃO PAULO,UBIRAJARA,12.39,28-05-2025 00:00:00
SÃO PAULO,RANCHARIA,12.38,28-05-2025 00:00:00
SÃO PAULO,LUPÉRCIO,12.35,28-05-2025 00:00:00
SÃO PAULO,OSCAR BRESSANE,12.34,28-05-2025 00:00:00
SÃO PAULO,PEDRO DE TOLEDO,12.31,28-05-2025 00:00:00
SÃO PAULO,ALVINLÂNDIA,12.27,28-05-2025 00:00:00
SÃO PAULO,REGINÓPOLIS,12.25,28-05-2025 00:00:00
SÃO PAULO,BERNARDINO DE CAMPOS,12.12,28-05-2025 00:00:00
SÃO PAULO,JAMBEIRO,12.09,28-05-2025 00:00:00
SÃO PAULO,PONGAÍ,12.09,28-05-2025 00:00:00
SÃO PAULO,ARAÇOIABA DA SERRA,11.89,28-05-2025 00:00:00
SÃO PAULO,SÃO JOSÉ DO BARREIRO,11.87,28-05-2025 00:00:00
SÃO PAULO,CAPELA DO ALTO,11.86,28-05-2025 00:00:00
SÃO PAULO,TEODORO SAMPAIO,11.81,28-05-2025 00:00:00
SÃO PAULO,ESPÍRITO SANTO DO TURVO,11.77,28-05-2025 00:00:00
SÃO PAULO,ONDA VERDE,11.68,28-05-2025 00:00:00
SÃO PAULO,SALES,11.66,28-05-2025 00:00:00
SÃO PAULO,PORANGABA,11.64,28-05-2025 00:00:00
SÃO PAULO,CABRÁLIA PAULISTA,11.57,28-05-2025 00:00:00
SÃO PAULO,TARABAI,11.56,28-05-2025 00:00:00
SÃO PAULO,PAULISTÂNIA,11.5,28-05-2025 00:00:00
SÃO PAULO,DUARTINA,11.49,28-05-2025 00:00:00
SÃO PAULO,PARAIBUNA,11.43,28-05-2025 00:00:00
SÃO PAULO,QUADRA,11.36,28-05-2025 00:00:00
SÃO PAULO,JACUPIRANGA,11.32,28-05-2025 00:00:00
SÃO PAULO,BALBINOS,11.27,28-05-2025 00:00:00
SÃO PAULO,AVAÍ,11.25,28-05-2025 00:00:00
SÃO PAULO,MARÍLIA,11.25,28-05-2025 00:00:00
SÃO PAULO,LUCIANÓPOLIS,11.23,28-05-2025 00:00:00
SÃO PAULO,MIRACATU,11.22,28-05-2025 00:00:00
SÃO PAULO,TACIBA,11.19,28-05-2025 00:00:00
SÃO PAULO,BOFETE,11.16,28-05-2025 00:00:00
SÃO PAULO,CAÇAPAVA,11.16,28-05-2025 00:00:00
SÃO PAULO,PARIQUERA-AÇU,11.1,28-05-2025 00:00:00
SÃO PAULO,REGISTRO,11.03,28-05-2025 00:00:00
SÃO PAULO,SARUTAIÁ,11.01,28-05-2025 00:00:00
SÃO PAULO,SETE BARRAS,10.99,28-05-2025 00:00:00
SÃO PAULO,NOVA GRANADA,10.97,28-05-2025 00:00:00
SÃO PAULO,PIRAJU,10.97,28-05-2025 00:00:00
SÃO PAULO,FERNÃO,10.93,28-05-2025 00:00:00
SÃO PAULO,VERA CRUZ,10.88,28-05-2025 00:00:00
SÃO PAULO,TAPIRAÍ,10.85,28-05-2025 00:00:00
SÃO PAULO,PIRAPOZINHO,10.82,28-05-2025 00:00:00
SÃO PAULO,PARDINHO,10.8,28-05-2025 00:00:00
SÃO PAULO,TAQUARITUBA,10.77,28-05-2025 00:00:00
SÃO PAULO,SÃO JOSÉ DO RIO PRETO,10.73,28-05-2025 00:00:00
SÃO PAULO,GUAIMBÊ,10.72,28-05-2025 00:00:00
SÃO PAULO,GLICÉRIO,10.7,28-05-2025 00:00:00
SÃO PAULO,SABINO,10.66,28-05-2025 00:00:00
SÃO PAULO,JUQUIÁ,10.65,28-05-2025 00:00:00
SÃO PAULO,ADOLFO,10.61,28-05-2025 00:00:00
SÃO PAULO,IGUAPE,10.61,28-05-2025 00:00:00
SÃO PAULO,GÁLIA,10.6,28-05-2025 00:00:00
SÃO PAULO,ANHUMAS,10.58,28-05-2025 00:00:00
SÃO PAULO,UBARANA,10.58,28-05-2025 00:00:00
SÃO PAULO,ILHA COMPRIDA,10.57,28-05-2025 00:00:00
SÃO PAULO,PRESIDENTE ALVES,10.57,28-05-2025 00:00:00
SÃO PAULO,ÓLEO,10.55,28-05-2025 00:00:00
SÃO PAULO,MENDONÇA,10.45,28-05-2025 00:00:00
SÃO PAULO,CANANÉIA,10.44,28-05-2025 00:00:00
SÃO PAULO,CAJATI,10.43,28-05-2025 00:00:00
SÃO PAULO,ELDORADO,10.38,28-05-2025 00:00:00
SÃO PAULO,NOVA ALIANÇA,10.33,28-05-2025 00:00:00
SÃO PAULO,TEJUPÁ,10.33,28-05-2025 00:00:00
SÃO PAULO,BADY BASSITT,10.31,28-05-2025 00:00:00
SÃO PAULO,AREIAS,10.29,28-05-2025 00:00:00
SÃO PAULO,GARÇA,10.29,28-05-2025 00:00:00
SÃO PAULO,MANDURI,10.29,28-05-2025 00:00:00
SÃO PAULO,ORIENTE,10.28,28-05-2025 00:00:00
SÃO PAULO,ILHABELA,10.27,28-05-2025 00:00:00
SÃO PAULO,REDENÇÃO DA SERRA,10.24,28-05-2025 00:00:00
SÃO PAULO,SALTO DE PIRAPORA,10.24,28-05-2025 00:00:00
SÃO PAULO,PIRAJUÍ,10.23,28-05-2025 00:00:00
SÃO PAULO,MONTEIRO LOBATO,10.18,28-05-2025 00:00:00
SÃO PAULO,SÃO SEBASTIÃO,10.08,28-05-2025 00:00:00
SÃO PAULO,BREJO ALEGRE,10.04,28-05-2025 00:00:00
SÃO PAULO,ITATINGA,9.99,28-05-2025 00:00:00
SÃO PAULO,TORRE DE PEDRA,9.99,28-05-2025 00:00:00
SÃO PAULO,CAFELÂNDIA,9.94,28-05-2025 00:00:00
SÃO PAULO,FARTURA,9.9,28-05-2025 00:00:00
SÃO PAULO,MIRANTE DO PARANAPANEMA,9.9,28-05-2025 00:00:00
SÃO PAULO,IPIGUÁ,9.89,28-05-2025 00:00:00
SÃO PAULO,ITAÍ,9.85,28-05-2025 00:00:00
SÃO PAULO,ZACARIAS,9.84,28-05-2025 00:00:00
SÃO PAULO,CORONEL MACEDO,9.81,28-05-2025 00:00:00
SÃO PAULO,PLANALTO,9.77,28-05-2025 00:00:00
SÃO PAULO,AVARÉ,9.76,28-05-2025 00:00:00
SÃO PAULO,TAGUAÍ,9.75,28-05-2025 00:00:00
SÃO PAULO,GUARANTÃ,9.74,28-05-2025 00:00:00
SÃO PAULO,ÁLVARO DE CARVALHO,9.73,28-05-2025 00:00:00
SÃO PAULO,CARAGUATATUBA,9.72,28-05-2025 00:00:00
SÃO PAULO,NATIVIDADE DA SERRA,9.71,28-05-2025 00:00:00
SÃO PAULO,ALAMBARI,9.52,28-05-2025 00:00:00
SÃO PAULO,TAUBATÉ,9.49,28-05-2025 00:00:00
SÃO PAULO,UBATUBA,9.45,28-05-2025 00:00:00
SÃO PAULO,ARANDU,9.35,28-05-2025 00:00:00
SÃO PAULO,JOSÉ BONIFÁCIO,9.31,28-05-2025 00:00:00
SÃO PAULO,PILAR DO SUL,9.31,28-05-2025 00:00:00
SÃO PAULO,JÚLIO MESQUITA,9.29,28-05-2025 00:00:00
SÃO PAULO,QUELUZ,9.28,28-05-2025 00:00:00
SÃO PAULO,REGENTE FEIJÓ,9.28,28-05-2025 00:00:00
SÃO PAULO,POMPÉIA,9.26,28-05-2025 00:00:00
SÃO PAULO,BURITAMA,9.24,28-05-2025 00:00:00
SÃO PAULO,GUAREÍ,9.24,28-05-2025 00:00:00
SÃO PAULO,CERQUEIRA CÉSAR,9.23,28-05-2025 00:00:00
SÃO PAULO,IARAS,9.15,28-05-2025 00:00:00
SÃO PAULO,CAPÃO BONITO,9.13,28-05-2025 00:00:00
SÃO PAULO,COROADOS,9.12,28-05-2025 00:00:00
SÃO PAULO,ORINDIÚVA,9.1,28-05-2025 00:00:00
SÃO PAULO,ÁGUAS DE SANTA BÁRBARA,09.09,28-05-2025 00:00:00
SÃO PAULO,RIBEIRÃO GRANDE,09.03,28-05-2025 00:00:00
SÃO PAULO,SARAPUÍ,09.02,28-05-2025 00:00:00
SÃO PAULO,TREMEMBÉ,8.97,28-05-2025 00:00:00
SÃO PAULO,SÃO LUIZ DO PARAITINGA,8.85,28-05-2025 00:00:00
SÃO PAULO,PIQUETE,8.84,28-05-2025 00:00:00
SÃO PAULO,LAVRINHAS,8.82,28-05-2025 00:00:00
SÃO PAULO,CRUZEIRO,8.81,28-05-2025 00:00:00
SÃO PAULO,GUARATINGUETÁ,8.78,28-05-2025 00:00:00
SÃO PAULO,SÃO MIGUEL ARCANJO,8.78,28-05-2025 00:00:00
SÃO PAULO,QUEIROZ,8.76,28-05-2025 00:00:00
SÃO PAULO,PINDAMONHANGABA,8.75,28-05-2025 00:00:00
SÃO PAULO,LORENA,8.7,28-05-2025 00:00:00
SÃO PAULO,CACHOEIRA PAULISTA,8.68,28-05-2025 00:00:00
SÃO PAULO,CANAS,8.67,28-05-2025 00:00:00
SÃO PAULO,APARECIDA,8.66,28-05-2025 00:00:00
SÃO PAULO,POTIM,8.64,28-05-2025 00:00:00
SÃO PAULO,INDIANA,8.61,28-05-2025 00:00:00
SÃO PAULO,ROSEIRA,8.6,28-05-2025 00:00:00
SÃO PAULO,SILVEIRAS,8.56,28-05-2025 00:00:00
SÃO PAULO,MIRASSOL,8.53,28-05-2025 00:00:00
SÃO PAULO,PRESIDENTE PRUDENTE,8.38,28-05-2025 00:00:00
SÃO PAULO,ITAPETININGA,8.36,28-05-2025 00:00:00
SÃO PAULO,MARTINÓPOLIS,8.36,28-05-2025 00:00:00
SÃO PAULO,CUNHA,8.23,28-05-2025 00:00:00
SÃO PAULO,BIRIGUI,8.21,28-05-2025 00:00:00
SÃO PAULO,LAGOINHA,8.21,28-05-2025 00:00:00
SÃO PAULO,BRAÚNA,8.18,28-05-2025 00:00:00
SÃO PAULO,GUAPIARA,8.16,28-05-2025 00:00:00
SÃO PAULO,MIRASSOLÂNDIA,8.11,28-05-2025 00:00:00
SÃO PAULO,ITABERÁ,8.1,28-05-2025 00:00:00
SÃO PAULO,SANTO ANTÔNIO DO PINHAL,08.08,28-05-2025 00:00:00
SÃO PAULO,JACI,08.03,28-05-2025 00:00:00
SÃO PAULO,SÃO BENTO DO SAPUCAÍ,7.98,28-05-2025 00:00:00
SÃO PAULO,TURIÚBA,7.97,28-05-2025 00:00:00
SÃO PAULO,ÁLVARES MACHADO,7.95,28-05-2025 00:00:00
SÃO PAULO,CAMPOS DO JORDÃO,7.91,28-05-2025 00:00:00
SÃO PAULO,NIPOÃ,7.87,28-05-2025 00:00:00
SÃO PAULO,QUINTANA,7.78,28-05-2025 00:00:00
SÃO PAULO,EUCLIDES DA CUNHA PAULISTA,7.7,28-05-2025 00:00:00
SÃO PAULO,TAQUARIVAÍ,7.68,28-05-2025 00:00:00
SÃO PAULO,BURI,7.65,28-05-2025 00:00:00
SÃO PAULO,PARANAPANEMA,7.63,28-05-2025 00:00:00
SÃO PAULO,PALESTINA,7.62,28-05-2025 00:00:00
SÃO PAULO,UNIÃO PAULISTA,7.58,28-05-2025 00:00:00
SÃO PAULO,ARAÇATUBA,7.51,28-05-2025 00:00:00
SÃO PAULO,LOURDES,7.5,28-05-2025 00:00:00
SÃO PAULO,LUIZIÂNIA,7.39,28-05-2025 00:00:00
SÃO PAULO,PAULO DE FARIA,7.37,28-05-2025 00:00:00
SÃO PAULO,ITAPORANGA,7.34,28-05-2025 00:00:00
SÃO PAULO,MARABÁ PAULISTA,7.29,28-05-2025 00:00:00
SÃO PAULO,ITAPEVA,7.19,28-05-2025 00:00:00
SÃO PAULO,NEVES PAULISTA,7.15,28-05-2025 00:00:00
SÃO PAULO,PRESIDENTE BERNARDES,07.06,28-05-2025 00:00:00
SÃO PAULO,RIVERSUL,07.06,28-05-2025 00:00:00
SÃO PAULO,BARRA DO TURVO,6.97,28-05-2025 00:00:00
SÃO PAULO,BARÃO DE ANTONINA,6.88,28-05-2025 00:00:00
SÃO PAULO,CAIABU,6.83,28-05-2025 00:00:00
SÃO PAULO,ANGATUBA,6.82,28-05-2025 00:00:00
SÃO PAULO,RIBEIRÃO BRANCO,6.82,28-05-2025 00:00:00
SÃO PAULO,CAMPINA DO MONTE ALEGRE,6.81,28-05-2025 00:00:00
SÃO PAULO,IPORANGA,6.81,28-05-2025 00:00:00
SÃO PAULO,SANTO ANASTÁCIO,6.73,28-05-2025 00:00:00
SÃO PAULO,MONÇÕES,6.69,28-05-2025 00:00:00
SÃO PAULO,NOVA CAMPINA,6.65,28-05-2025 00:00:00
SÃO PAULO,ALFREDO MARCONDES,6.63,28-05-2025 00:00:00
SÃO PAULO,BÁLSAMO,6.59,28-05-2025 00:00:00
SÃO PAULO,BASTOS,6.43,28-05-2025 00:00:00
SÃO PAULO,POLONI,6.35,28-05-2025 00:00:00
SÃO PAULO,MONTE APRAZÍVEL,6.34,28-05-2025 00:00:00
SÃO PAULO,MACAUBAL,6.32,28-05-2025 00:00:00
SÃO PAULO,SAGRES,6.28,28-05-2025 00:00:00
SÃO PAULO,NOVA LUZITÂNIA,6.23,28-05-2025 00:00:00
SÃO PAULO,PIQUEROBI,6.22,28-05-2025 00:00:00
SÃO PAULO,BILAC,6.21,28-05-2025 00:00:00
SÃO PAULO,SANTO EXPEDITO,6.17,28-05-2025 00:00:00
SÃO PAULO,RIBEIRÃO DOS ÍNDIOS,6.16,28-05-2025 00:00:00
SÃO PAULO,PRACINHA,6.13,28-05-2025 00:00:00
SÃO PAULO,EMILIANÓPOLIS,6.12,28-05-2025 00:00:00
SÃO PAULO,GUARARAPES,6.1,28-05-2025 00:00:00
SÃO PAULO,PRESIDENTE VENCESLAU,06.02,28-05-2025 00:00:00
SÃO PAULO,HERCULÂNDIA,5.95,28-05-2025 00:00:00
SÃO PAULO,IACRI,5.95,28-05-2025 00:00:00
SÃO PAULO,MARIÁPOLIS,5.95,28-05-2025 00:00:00
SÃO PAULO,TUPÃ,5.95,28-05-2025 00:00:00
SÃO PAULO,SANTO ANTÔNIO DO ARACANGUÁ,5.86,28-05-2025 00:00:00
SÃO PAULO,ROSANA,5.84,28-05-2025 00:00:00
SÃO PAULO,CAIUÁ,5.81,28-05-2025 00:00:00
SÃO PAULO,GASTÃO VIDIGAL,5.81,28-05-2025 00:00:00
SÃO PAULO,OSVALDO CRUZ,5.68,28-05-2025 00:00:00
SÃO PAULO,PRESIDENTE EPITÁCIO,5.64,28-05-2025 00:00:00
SÃO PAULO,NHANDEARA,5.62,28-05-2025 00:00:00
SÃO PAULO,INÚBIA PAULISTA,5.59,28-05-2025 00:00:00
SÃO PAULO,ITARARÉ,5.56,28-05-2025 00:00:00
SÃO PAULO,APIAÍ,5.55,28-05-2025 00:00:00
SÃO PAULO,CASTILHO,5.55,28-05-2025 00:00:00
SÃO PAULO,SEBASTIANÓPOLIS DO SUL,5.52,28-05-2025 00:00:00
SÃO PAULO,ARCO-ÍRIS,5.49,28-05-2025 00:00:00
SÃO PAULO,PARAPUÃ,5.49,28-05-2025 00:00:00
SÃO PAULO,FLORA RICA,5.46,28-05-2025 00:00:00
SÃO PAULO,RUBIÁCEA,5.45,28-05-2025 00:00:00
SÃO PAULO,NOVA CASTILHO,5.44,28-05-2025 00:00:00
SÃO PAULO,CLEMENTINA,5.43,28-05-2025 00:00:00
SÃO PAULO,FLOREAL,5.4,28-05-2025 00:00:00
SÃO PAULO,LUCÉLIA,5.4,28-05-2025 00:00:00
SÃO PAULO,PANORAMA,5.36,28-05-2025 00:00:00
SÃO PAULO,ADAMANTINA,5.33,28-05-2025 00:00:00
SÃO PAULO,PAULICÉIA,5.32,28-05-2025 00:00:00
SÃO PAULO,ANDRADINA,5.29,28-05-2025 00:00:00
SÃO PAULO,TANABI,5.28,28-05-2025 00:00:00
SÃO PAULO,FLÓRIDA PAULISTA,5.27,28-05-2025 00:00:00
SÃO PAULO,VALPARAÍSO,5.27,28-05-2025 00:00:00
SÃO PAULO,PACAEMBU,5.22,28-05-2025 00:00:00
SÃO PAULO,SANTA MERCEDES,5.22,28-05-2025 00:00:00
SÃO PAULO,GABRIEL MONTEIRO,5.21,28-05-2025 00:00:00
SÃO PAULO,MAGDA,5.18,28-05-2025 00:00:00
SÃO PAULO,BENTO DE ABREU,5.17,28-05-2025 00:00:00
SÃO PAULO,IRAPURU,5.15,28-05-2025 00:00:00
SÃO PAULO,NOVA INDEPENDÊNCIA,5.15,28-05-2025 00:00:00
SÃO PAULO,OURO VERDE,5.14,28-05-2025 00:00:00
SÃO PAULO,RINÓPOLIS,5.14,28-05-2025 00:00:00
SÃO PAULO,ITAOCA,5.13,28-05-2025 00:00:00
SÃO PAULO,SANTÓPOLIS DO AGUAPEÍ,5.13,28-05-2025 00:00:00
SÃO PAULO,SÃO JOÃO DO PAU D'ALHO,5.1,28-05-2025 00:00:00
SÃO PAULO,NOVA GUATAPORANGA,05.07,28-05-2025 00:00:00
SÃO PAULO,JUNQUEIRÓPOLIS,05.06,28-05-2025 00:00:00
SÃO PAULO,LAVÍNIA,05.05,28-05-2025 00:00:00
SÃO PAULO,ITAPURA,05.04,28-05-2025 00:00:00
SÃO PAULO,GENERAL SALGADO,05.03,28-05-2025 00:00:00
SÃO PAULO,MURUTINGA DO SUL,05.02,28-05-2025 00:00:00
SÃO PAULO,MONTE CASTELO,05.01,28-05-2025 00:00:00
SÃO PAULO,DRACENA,5,28-05-2025 00:00:00
SÃO PAULO,TUPI PAULISTA,5,28-05-2025 00:00:00
SÃO PAULO,MIRANDÓPOLIS,4.96,28-05-2025 00:00:00
SÃO PAULO,BARRA DO CHAPÉU,4.93,28-05-2025 00:00:00
SÃO PAULO,BOM SUCESSO DE ITARARÉ,4.93,28-05-2025 00:00:00
SÃO PAULO,GUARAÇAÍ,4.91,28-05-2025 00:00:00
SÃO PAULO,PIACATU,4.76,28-05-2025 00:00:00
SÃO PAULO,RIBEIRA,4.6,28-05-2025 00:00:00
SÃO PAULO,SÃO JOÃO DE IRACEMA,4.58,28-05-2025 00:00:00
SÃO PAULO,AURIFLAMA,4.56,28-05-2025 00:00:00
SÃO PAULO,SALMOURÃO,4.42,28-05-2025 00:00:00
SÃO PAULO,VALENTIM GENTIL,4.41,28-05-2025 00:00:00
SÃO PAULO,VOTUPORANGA,4.4,28-05-2025 00:00:00
SÃO PAULO,COSMORAMA,4.29,28-05-2025 00:00:00
SÃO PAULO,ITAPIRAPUÃ PAULISTA,4.22,28-05-2025 00:00:00
SÃO PAULO,PEREIRA BARRETO,4.19,28-05-2025 00:00:00
SÃO PAULO,SÃO JOÃO DAS DUAS PONTES,4.13,28-05-2025 00:00:00
SÃO PAULO,GUZOLÂNDIA,04.07,28-05-2025 00:00:00
SÃO PAULO,MERIDIANO,04.03,28-05-2025 00:00:00
SÃO PAULO,SUD MENNUCCI,3.99,28-05-2025 00:00:00
SÃO PAULO,ILHA SOLTEIRA,3.87,28-05-2025 00:00:00
SÃO PAULO,PONTALINDA,3.84,28-05-2025 00:00:00
SÃO PAULO,PARISI,3.81,28-05-2025 00:00:00
SÃO PAULO,ÁLVARES FLORENCE,3.71,28-05-2025 00:00:00
SÃO PAULO,DIRCE REIS,3.61,28-05-2025 00:00:00
SÃO PAULO,FERNANDÓPOLIS,3.61,28-05-2025 00:00:00
SÃO PAULO,ESTRELA D'OESTE,3.58,28-05-2025 00:00:00
SÃO PAULO,SUZANÁPOLIS,3.52,28-05-2025 00:00:00
SÃO PAULO,PEDRANÓPOLIS,3.48,28-05-2025 00:00:00
SÃO PAULO,AMÉRICO DE CAMPOS,3.27,28-05-2025 00:00:00
SÃO PAULO,JALES,03.04,28-05-2025 00:00:00
SÃO PAULO,APARECIDA D'OESTE,2.99,28-05-2025 00:00:00
SÃO PAULO,NOVA CANAÃ PAULISTA,2.94,28-05-2025 00:00:00
SÃO PAULO,VITÓRIA BRASIL,2.91,28-05-2025 00:00:00
SÃO PAULO,MACEDÔNIA,2.89,28-05-2025 00:00:00
SÃO PAULO,SÃO FRANCISCO,2.89,28-05-2025 00:00:00
SÃO PAULO,MARINÓPOLIS,2.82,28-05-2025 00:00:00
SÃO PAULO,PALMEIRA D'OESTE,2.82,28-05-2025 00:00:00
SÃO PAULO,PONTES GESTAL,2.79,28-05-2025 00:00:00
SÃO PAULO,URÂNIA,2.68,28-05-2025 00:00:00
SÃO PAULO,RUBINÉIA,2.61,28-05-2025 00:00:00
SÃO PAULO,SANTA SALETE,2.56,28-05-2025 00:00:00
SÃO PAULO,CARDOSO,2.53,28-05-2025 00:00:00
SÃO PAULO,DOLCINÓPOLIS,2.51,28-05-2025 00:00:00
SÃO PAULO,SANTA FÉ DO SUL,2.5,28-05-2025 00:00:00
SÃO PAULO,GUARANI D'OESTE,2.47,28-05-2025 00:00:00
SÃO PAULO,TRÊS FRONTEIRAS,2.46,28-05-2025 00:00:00
SÃO PAULO,PARANAPUÃ,2.3,28-05-2025 00:00:00
SÃO PAULO,SANTANA DA PONTE PENSA,2.28,28-05-2025 00:00:00
SÃO PAULO,SANTA CLARA D'OESTE,2.25,28-05-2025 00:00:00
SÃO PAULO,TURMALINA,2.25,28-05-2025 00:00:00
SÃO PAULO,ASPÁSIA,2.22,28-05-2025 00:00:00
SÃO PAULO,RIOLÂNDIA,2.11,28-05-2025 00:00:00
SÃO PAULO,SANTA RITA D'OESTE,2.11,28-05-2025 00:00:00
SÃO PAULO,OUROESTE,02.08,28-05-2025 00:00:00
SÃO PAULO,MIRA ESTRELA,02.07,28-05-2025 00:00:00
SÃO PAULO,INDIAPORÃ,02.03,28-05-2025 00:00:00
SÃO PAULO,SANTA ALBERTINA,1.86,28-05-2025 00:00:00
SÃO PAULO,MESÓPOLIS,1.8,28-05-2025 00:00:00
SÃO PAULO,POPULINA,1.8,28-05-2025 00:00:00